Date,Volume,Return,RSI,MACD,Signal_Line,STD20
2015-01-05,257142000,-0.028171565285426414,0.0,-0.05452195735399101,-0.010904391470798204,0.48328745945599116
2015-01-06,263188400,9.392109657135883e-05,0.32295123464173514,-0.09644060793397813,-0.02801163476343419,0.3939648627506782
2015-01-07,160423600,0.01402253457828162,32.75130805552011,-0.10180730495678958,-0.04277076880210527,0.3258709465732333
2015-01-08,237458000,0.038422119541581035,64.67890902997506,-0.03156599465341614,-0.04052981397236745,0.5276475571437579
2015-01-09,214798000,0.0010723931436282808,65.15834200316976,0.025950155619046456,-0.02723382005408467,0.5795997410817243
2015-01-12,198603200,-0.02464069190720941,49.655114157991726,0.021859491158160438,-0.017415157811635648,0.5298452196919902
2015-01-13,268367600,0.008878824043207834,53.54016702326469,0.035576537145718845,-0.00681681882016475,0.5003586222185561
2015-01-14,195826400,-0.003810401377303152,51.809146207916,0.03848357181492901,0.0022432593068540015,0.470737737146096
2015-01-15,240056000,-0.027140483992316278,42.14148777339911,-0.012429660008219656,-0.00069132455616073,0.47409021771580445
2015-01-16,314053200,-0.007770028277032215,40.059512054363076,-0.06686981409922765,-0.013927022464774116,0.49165015142666774
2015-01-20,199599600,0.025757205914433312,48.43830525676014,-0.06043387477958362,-0.023228392927736017,0.4687744586281984
2015-01-21,194303600,0.0076342377585489896,50.54026544880555,-0.040010248606851206,-0.026584764063559058,0.4519215820875566
2015-01-22,215185600,0.026015641286550206,56.61354460690243,0.026897920216143234,-0.0158882272076186,0.4849795109944854
2015-01-23,185859200,0.005159995258833261,57.671275984997465,0.08927916046957307,0.005145250327819734,0.5195758227495211
2015-01-26,222460000,0.0010618949004015388,57.88366848721869,0.13925967913021964,0.031968136088299716,0.5448303199657503
2015-01-27,382274800,-0.035012807422795444,49.659164050604645,0.10673241024756308,0.046920990920152394,0.5279259378499679
2015-01-28,585908400,0.05653272060164105,58.78381022866179,0.1892524757002576,0.07538728787617344,0.5955943961424446
2015-01-29,337745600,0.03113329969564327,62.715933313415434,0.3152978864922815,0.12336940759939506,0.7407265005211128
2015-01-30,334982000,-0.014634166441603869,59.944122893828904,0.3796568444318211,0.1746268949658803,0.797318960314651
2015-02-02,250956400,0.01254715536699802,61.38592627576169,0.4517762554435514,0.23005676706141454,0.8862534791697018
2015-02-03,207662800,0.0001686016122863787,66.41084017548238,0.5034856805545829,0.2847425497600482,0.9229698723162927
2015-02-04,280598800,0.007669609296315327,67.19240609954628,0.5543697944805146,0.3386679987041415,0.9542225980254745
2015-02-05,168984800,0.0071374730274302856,66.64335024451742,0.6030247317644779,0.3915393453162088,1.0003517593907698
2015-02-06,174826400,-0.008421080733318487,60.75305609027221,0.6163226545530414,0.4364960071635754,1.0466030455682787
2015-02-09,155559200,0.00664273125704673,61.49536213235649,0.6337577206983447,0.47594834987052925,1.0960222457633968
2015-02-10,248034000,0.01921157359897885,68.85567977378992,0.6810707023788574,0.5169728203721949,1.1491107645401268
2015-02-11,294247200,0.02343849326798475,70.45426646812537,0.7612045538169632,0.5658191670611485,1.245722924864701
2015-02-12,297898000,0.012652261589445324,72.45537688763268,0.8433925049555491,0.6213338346400287,1.3393456750595172
2015-02-13,217088800,0.004902985925943737,78.95658278416259,0.909192548296641,0.6789055773713512,1.363012578378151
2015-02-17,252609600,0.005901820737500563,81.2314746825467,0.9637130419254163,0.7358670702821642,1.3406566499680137
2015-02-18,179566800,0.006962110180433578,80.2157689380364,1.011262365318224,0.7909461292893762,1.3492938915426174
2015-02-19,149449600,-0.0020977377236549577,79.07228096560036,1.0321929925344655,0.8391955019383941,1.3305305345001366
2015-02-20,195793600,0.008174573620118641,77.88223760738938,1.0554895741878134,0.882454316388278,1.3484804601410438
2015-02-23,283896400,0.02702726467244143,79.76230083823506,1.123915399008105,0.9307465329122435,1.4109915265420323
2015-02-24,276912400,-0.0062408088738200584,77.80665505123615,1.1499661256083265,0.9745904514514602,1.4203070668424878
2015-02-25,298846800,-0.025573309454184234,79.0784875366167,1.0972020544420467,0.9991127720495776,1.2475598831885781
2015-02-26,365150000,0.012656367351546072,75.93032995474164,1.0723272446966767,1.0137556665789975,1.2011890149088893
2015-02-27,248059200,-0.015028295518557333,67.65769025500003,1.0057856034009518,1.0121616539433884,1.1740973006363014
2015-03-02,192386800,0.004904028151742068,72.7010319627684,0.9533856290102456,1.00040644895676,1.107701264245603
2015-03-03,151265200,0.0020917255372767674,71.45178006034526,0.9062654832705341,0.9815782558195147,1.0518230338729144
2015-03-04,126665200,-0.006338917031188496,69.25226749105067,0.8444472523377691,0.9541520551231657,0.9715532353258818
2015-03-05,226068400,-0.016570751211073764,63.01553206809571,0.7485368005767796,0.9130290042138886,0.8881568779218345
2015-03-06,291368400,0.0015032217506401047,62.12664556551583,0.66823998987811,0.8640712013467329,0.8084837139663038
2015-03-09,354114000,0.004265460502223872,65.20929837155104,0.6073110215390862,0.8127191653852036,0.6789572761998726
2015-03-10,275426400,-0.020685817310622245,58.30730451959987,0.505913947704304,0.7513581218490237,0.563401154790083
2015-03-11,275756000,-0.018231408934339277,50.38196554254029,0.3803645039507657,0.6771593982693722,0.5574047944816363
2015-03-12,193450800,0.01807899680443059,49.236282525891156,0.316940213991888,0.6051155614138755,0.5640286418894987
2015-03-13,207309200,-0.006910417869425589,44.76854280896046,0.2483531787801887,0.5337630848871381,0.6008951851548779
2015-03-16,143497200,0.011003788280258275,46.21927580340161,0.21595558398713877,0.47020158470713824,0.6168803494900029
