Date,Volume,Return,RSI,MACD,Signal_Line,STD20
2015-01-05,39673900,-0.009195935275288614,0.0,-0.029294049298314917,-0.005858809859662984,0.2596650478016777
2015-01-06,36447900,-0.014677186453035285,0.0,-0.09823624982327317,-0.02433429785238502,0.47795860558593295
2015-01-07,29114100,0.012705441129675199,34.31974245523891,-0.11161833265177279,-0.04179110481226257,0.3903163992947367
2015-01-08,29645200,0.02941824977714025,63.60675328935807,-0.028179934225306624,-0.03906887069487139,0.6157245881275689
2015-01-09,23944200,-0.00840527169630112,56.23195461172151,0.010262536943791645,-0.02920258916713878,0.5993075862135253
2015-01-12,23651900,-0.012502936728156389,48.019724803608845,6.941935814097633e-05,-0.02334818746208283,0.5471500403759884
2015-01-13,35270600,-0.005150305428544666,45.327001852479974,-0.024267811889110646,-0.023532112347488393,0.5126762164986488
2015-01-14,29719600,-0.008628184310095488,41.45290171839149,-0.07030921490261477,-0.03288753285851367,0.5118781247846537
2015-01-15,32750800,-0.010443855601921737,37.596846211246365,-0.13828044468794332,-0.053966115224399605,0.5582314779441537
2015-01-16,35695300,0.016711037322619582,45.60818152185723,-0.13818190607089775,-0.07080927339369925,0.5314983441274481
2015-01-20,36161900,0.003243976892907563,46.95229776239615,-0.12631106985287488,-0.08190963268553438,0.5067687355780389
2015-01-21,39081100,-0.01013183820603214,43.57796974589723,-0.14759114019845043,-0.09504593418811759,0.4982469142511693
2015-01-22,35898000,0.02635047048887773,52.387092014554305,-0.08014897961390233,-0.09206654327327454,0.5098209995964151
2015-01-23,26211600,0.0010609375658998665,52.69231187718795,-0.022989896216287775,-0.0782512138618772,0.51932695935066
2015-01-26,42525500,-0.003603213295968799,51.56839964332773,0.010473564069258146,-0.06050625827565013,0.514921504946735
2015-01-27,169164000,-0.09253356626990739,33.36051377192578,-0.2597736628883638,-0.10035973919819287,0.9389273516827717
2015-01-28,84507100,-0.03445887429569272,29.804305188673908,-0.5686908260106875,-0.19402595656069183,1.3702284566395784
2015-01-29,63585300,0.01990815342003094,33.74415239409035,-0.748375186993556,-0.3048958026472647,1.5434060031486714
2015-01-30,78004900,-0.038324158078433146,30.394730138534896,-0.9903067811187327,-0.44197799834155826,1.8202876926821212
2015-02-02,50352500,0.02178211406779873,33.97672182457596,-1.1086186052601121,-0.5753061197252691,1.970872165336219
2015-02-03,52082400,0.0077520730356950285,36.080172552500315,-1.1668787183050569,-0.6936206394412268,2.0746993955286657
2015-02-04,41614800,0.005769008376320661,38.489489599718446,-1.1828768764087911,-0.7914718868347397,2.1551384556340074
2015-02-05,36548200,0.014579418339264683,38.60078430780902,-1.1403742858367707,-0.8612523666351459,2.1804719587209336
2015-02-06,34616600,-0.0009424067021573945,33.02759302613531,-1.096804184563993,-0.9083627302209154,2.1338774822136717
2015-02-09,31381100,-0.0011792249134540134,33.80287386487012,-1.05357588606865,-0.9374053613904624,2.0872544292396853
2015-02-10,29670700,0.005666034248441587,36.26386639542593,-0.991350010262849,-0.9481942911649398,2.0444069985093885
2015-02-11,38262500,-0.005164357252895768,36.31375397029472,-0.9462878030397661,-0.9478129935399051,2.0031910245346967
2015-02-12,33268800,0.016752926117894695,40.33676562065725,-0.8518304736870519,-0.9286164895693345,1.9546339397865238
2015-02-13,40264900,0.018102125494552368,44.68657659904814,-0.714978784412132,-0.885888948537894,1.9184375410576926
2015-02-17,33695700,0.0004587003699945136,41.84650312008588,-0.5982399935251337,-0.828359157535342,1.840531502687835
2015-02-18,27111700,-0.001146988453072817,41.08973874761918,-0.503389960479879,-0.7633653181242495,1.7424130735692376
2015-02-19,27603400,-0.0006893908896270506,42.39254942814865,-0.42539955546053676,-0.6957721655915069,1.6633469149760873
2015-02-20,29721100,0.008276358512372184,38.64402942840974,-0.3347469498120219,-0.62356712243561,1.4771573374259763
2015-02-23,32518800,0.006611576432365762,39.76355481983758,-0.24001219606143565,-0.5468561371607751,1.2569341322752035
2015-02-24,25271700,-0.0013589173185156733,40.09475058790455,-0.16717098071067227,-0.47091910587075453,0.9992484126381582
2015-02-25,29759800,-0.002268245935078572,59.22386823102701,-0.11505806927524986,-0.39974689855165363,1.042764513137248
2015-02-26,28957300,0.0015913213048410757,71.20396667148637,-0.06811479521184083,-0.33342047788369106,1.0290866143870987
2015-02-27,33807700,-0.004766379073956051,65.5979704398028,-0.044968240439636986,-0.27573003039488025,1.033485508923027
2015-03-02,31924000,0.0006846636060278133,85.65025434383323,-0.0242611671454398,-0.22543625774499218,0.9004743249097995
2015-03-03,31748600,-0.013674199787817587,72.88299531704915,-0.048928974302796746,-0.19013480105655312,0.8072803084445977
2015-03-04,25748700,-0.005082858411254998,67.86235667800113,-0.08279129858210865,-0.16866610056166423,0.7230183599884897
2015-03-05,23193500,0.0011608392775275256,66.58055352276347,-0.1049485866543094,-0.15592259778019327,0.6442891650388933
2015-03-06,36248800,-0.017397440657760943,52.157465442996894,-0.1725701868679721,-0.15925211559774904,0.6314808365035637
2015-03-09,32108000,0.011567677388713449,56.957192476582144,-0.18996400172105865,-0.16539449282241098,0.5939683063614888
2015-03-10,39159700,-0.01913686610373122,49.74796664429447,-0.2576881748747226,-0.18385322923287334,0.5964780785630887
2015-03-11,32215300,-0.0011894989362363217,47.29575365530664,-0.31124194812242933,-0.20933097301078454,0.6199160283512748
2015-03-12,59992500,-0.022867754599134704,42.013467203751574,-0.4155180917634951,-0.2505683967613267,0.7244932823275313
2015-03-13,58007700,0.008776192230906865,38.835505580291866,-0.46778104393268194,-0.29401092619559777,0.803862321404238
