Price,Close,High,Low,Open,Volume,Return,SMA20,EMA20,WMA20,RSI,MACD,Signal_Line,STD20,Boll_Up,Boll_Down
Ticker,META,META,META,META,META,,,,,,,,,,
Date,,,,,,,,,,,,,,,
2020-01-02,208.49468994140625,208.5046232125284,205.0062009498093,205.483255773762,12077100,,,208.49468994140625,,,0.0,0.0,,,
2020-01-03,207.39151000976562,209.11090632640472,205.6820469651958,205.94046369200575,11188400,-0.005291165602110293,,207.91552047729493,,,-0.08800295750975806,-0.017600591501951614,,,
2020-01-06,211.29742431640625,211.47631419268347,205.2546741289233,205.43356400520057,17058900,0.01883353039117508,,209.15733529248902,,,0.15563464676597505,0.01704645615163372,,,
2020-01-07,211.75457763671875,213.26526883360782,210.45260644126304,211.51605782399304,14912400,0.002163553681695296,,209.90711900040398,,,0.38121326658793464,0.08987981823889392,,,
2020-01-08,213.90133666992188,214.91509132121325,211.30732767402466,211.69493751638643,13475000,0.010137958088849652,,210.87328626460578,,,0.724855774606084,0.2168750095123319,,,
2020-01-09,216.96250915527344,217.04202082618497,214.95488116933342,216.207155864264,12642800,0.01431114238465625,,212.1578341546498,,,1.2300269888408764,0.4195054053780408,,,
2020-01-10,216.7239532470703,218.5328094639806,216.08787510640607,217.8569679090441,12119400,-0.001099525946357871,,213.02117425531284,,,1.592768899181408,0.6541581041387143,,,
2020-01-13,220.55038452148438,220.61001448137728,217.86693016920398,218.25454007380782,14463400,0.017655783853535834,,214.32263608252111,,,2.1640595699236087,0.9561383972956933,,,
2020-01-14,217.7178192138672,221.0174848874671,217.2904610987737,220.25219842323844,13288900,-0.012843166488976432,,214.86724005842515,,,2.361030702576386,1.2371168583518317,,,
2020-01-15,219.79501342773438,220.32176491779666,218.79120713192296,219.25832866692897,10036500,0.009540763458716794,,215.60932002950403,,,2.6541485847914714,1.5205232036397596,,,
2020-01-16,220.41123962402344,221.2659710888437,219.03968990563044,221.20634112983532,10015300,0.0028036404770013235,,216.2945195018126,,,2.902710284979719,1.7969606199077517,,,
2020-01-17,220.77894592285156,220.92802080559068,219.1788097984921,220.66961928707673,15905900,0.0016682738115141316,,216.90542463813557,,,3.09370573449263,2.0563096428247274,,,
2020-01-21,220.083251953125,221.00754661588667,217.77745918379807,220.79884176668858,14275800,-0.0031510883740230033,,217.32128792828044,,,3.152593183283898,2.2755663509165616,,,
2020-01-22,219.9639892578125,221.3852204306161,219.9242258435066,220.94791386504602,12212800,-0.0005418980965343767,,217.65522563226375,,,3.153289252274533,2.451110931188156,,,
2020-01-23,218.41354370117188,220.1329550572462,217.9265555953113,219.39748351483465,11195000,-0.007048633559847861,,217.74815603397016,,,2.994217418591859,2.5597322286688966,,,
2020-01-24,216.6046905517578,220.42115934670656,214.78590108729813,219.44716802373816,11905800,-0.008281781059735427,,217.61175176194416,,,2.691170375512968,2.586019858037711,,,
2020-01-27,213.5535125732422,214.73622401321984,211.19803813028523,211.79436806877322,13810700,-0.014086389222427997,,217.139013796434,,,2.179672934637807,2.5047504733577304,,,
2020-01-28,216.4556121826172,217.39980374418147,212.21178503509026,214.81572766096295,13413800,0.013589566260960861,,217.0610619110072,,,1.985594020345161,2.4009191827552163,,,
2020-01-29,221.8622589111328,222.82631690553612,217.11154732637945,220.0832329670482,33181300,0.02497808522494771,,217.5985884908188,,,2.242209492956505,2.369177244795474,,,
2020-01-30,208.24623107910156,210.13458391793748,203.49551883669957,205.26461175548692,48775500,-0.061371537001636556,216.04812469482422,216.56874623680238,217.03617560977028,49.75045845576956,1.3315303980830606,2.1616478754529913,4.565289481519808,225.17870365786385,206.9175457317846
2020-01-31,200.67291259765625,207.41137071153415,199.82811443300605,207.15295401089796,31359900,-0.03636713347560472,215.65703582763672,214.84402380743205,215.5718696957543,43.181423966747786,-0.0012781208998546845,1.7290626761824222,5.4881655135076075,226.63336685465194,204.6807048006215
2020-02-03,202.93893432617188,203.88311066186054,201.25928649637166,202.1935295613705,15495600,0.011292115608342979,215.43440704345704,213.56921166534656,214.36062193371,46.195630066991455,-0.8647214879604519,1.2103058433538476,5.914830471451412,227.26406798635986,203.60474610055422
2020-02-04,208.5443878173828,209.30967432653713,203.94275065657752,205.35404859424295,19628900,0.027621380341938728,215.29675521850587,213.03744493701473,213.70442962646484,47.71413737296646,-1.0841953974644696,0.7514055951901842,6.04673878596293,227.39023279043172,203.20327764658
2020-02-05,208.82266235351562,211.4266048319078,207.43124618154243,211.20795155269792,12538200,0.0013343659786064777,215.1501594543457,212.59607721560565,213.08784935360862,47.558360403926635,-1.2215938490656697,0.35680570633901354,6.171389841799728,227.49293913794514,202.80737977074625
2020-02-06,209.55813598632812,209.89604917934724,208.05737799417432,209.1804593792485,10567500,0.0035220010343868235,214.93299942016603,212.2809349438681,212.55527568998792,46.296005188580544,-1.2566506498500871,0.03411443510119344,6.292865624201883,227.5187306685698,202.34726817176227
2020-02-07,211.02906799316406,211.51607125055685,208.64376355740467,209.01150690086425,12242500,0.007019207342691347,214.63632736206054,212.15216613034883,212.1834726969401,44.79872747030149,-1.1524566937956706,-0.2031997906781794,6.331892882948735,227.300113127958,201.97254159616307
2020-02-10,211.75457763671875,212.49004911165255,209.3692885176715,210.22401989896812,11856400,0.003437960705859666,214.38785858154296,212.11157902165306,211.90902034214565,45.680705383239534,-0.9998144296655482,-0.3625227184756532,6.343152325591609,227.07416323272616,201.70155393035975
2020-02-11,205.92056274414062,209.5680750725065,205.24472117404943,208.90218193885602,25030800,-0.027550832466945896,213.65636749267577,211.4838769137424,211.102611214774,37.71282578094643,-1.3342205169525414,-0.5568622781710308,6.4379337796144025,226.53223505190456,200.78049993344698
2020-02-12,209.46868896484375,209.9258772632884,206.12927474433053,206.57652977128944,13813700,0.017230558101726468,213.2439109802246,211.28080774281287,210.7037846883138,43.15407364371222,-1.2979733880534639,-0.7050845001475174,6.428275079836663,226.10046113989793,200.38736082055127
2020-02-13,211.8341064453125,213.016817830153,207.89836239843402,208.23629076931672,15396600,0.01129246328966027,212.84586563110352,211.33625658954588,210.56951758975075,43.42472472684413,-1.066088648872352,-0.7772853298924843,6.245139133289283,225.3361438976821,200.35558736452495
2020-02-14,212.8677215576172,213.6131263415733,211.34709701157064,212.68883168881132,10741700,0.004879361164494611,212.46868972778321,211.4889723425773,210.57159910656156,43.81212941392641,-0.7898097855822073,-0.7797902210304289,5.986624801991376,224.44193933176598,200.49544012380045
2020-02-18,216.465576171875,216.64446606041392,212.09252519110228,212.24161526351887,15609200,0.016901832687131746,212.25302124023438,211.9830193452706,210.95225495837983,46.639851824979075,-0.27734296009407444,-0.6793007688431582,5.744280171868029,223.74158158397043,200.76446089649832
2020-02-19,216.15745544433594,216.98237189697062,214.78590578028076,216.65439197011833,12135100,-0.0014234167528531794,212.0567314147949,212.39576623090642,211.32410583496093,46.92319522446548,0.10274355978771155,-0.5228919031169843,5.5255380242491885,223.10780746329328,201.00565536629654
2020-02-20,213.26527404785156,217.42960442021877,211.64525617542168,215.1933901294506,13109200,-0.013379975215470408,211.72179565429687,212.4814271847577,211.4392051333473,44.96863527038169,0.16864595188678777,-0.3845843321162299,5.2153218002232435,222.15243925474334,201.2911520538504
2020-02-21,208.89222717285156,212.92736443295075,207.55050767506424,212.17201122071887,14092300,-0.020505198957139092,211.24572982788087,212.12898687988744,211.1697224208287,43.13948745350657,-0.13049005517956402,-0.3337654767288967,5.002558506270363,221.2508468404216,201.24061281534014
2020-02-24,199.49020385742188,202.40224467367145,196.95582449543258,200.56358859303967,23080100,-0.045008966789605864,210.39000549316407,210.89158424382273,210.0501485188802,38.884580157694934,-1.1133877604631834,-0.48968993347575407,5.478738274966376,221.34748204309682,199.43252894323132
