Price,Close,High,Low,Open,Volume,Return,SMA20,EMA20,WMA20,RSI,MACD,Signal_Line,STD20,Boll_Up,Boll_Down
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,,,,,,,,,,
Date,,,,,,,,,,,,,,,
2020-01-02,152.79112243652344,152.8957614430933,150.61274704618017,151.04081043121997,22622100,,,152.79112243652344,,,0.0,0.0,,,
2020-01-03,150.88858032226562,152.15375554790847,150.35587801990002,150.6032144567477,21116200,-0.0124519152940199,,151.7922878265381,,,-0.1517697413082999,-0.03035394826165998,,,
2020-01-06,151.2786102294922,151.34520527945125,148.88143518681778,149.4236593991698,20813700,0.002584886850903745,,151.60366849240216,,,-0.23783459171346522,-0.07185007695202103,,,
2020-01-07,149.89930725097656,151.8874339140462,149.65198528111424,151.55450216789137,21634100,-0.00911763385731268,,151.11164575372257,,,-0.4125838193288587,-0.13999682542738856,,,
2020-01-08,152.28697204589844,152.96237197756489,150.25127940622974,151.18350868587726,27746500,0.015928457834192722,,151.39594718199027,,,-0.3543248109502315,-0.18286242253195717,,,
2020-01-09,154.1894989013672,154.31316716090495,153.18116713451627,153.95168425767392,21385000,0.012493037519291761,,151.9852589925916,,,-0.15287387504980643,-0.17686471303552703,,,
2020-01-10,153.47601318359375,155.2643834620675,153.32380836945768,154.88388594177735,20725900,-0.004627330154499343,,152.26712371124515,,,-0.05021603238554917,-0.15153497690553144,,,
2020-01-13,155.32142639160156,155.34996297431366,153.3998809037194,153.875509968984,21626500,0.012024114841973743,,152.79507527677436,,,0.17799861344474266,-0.08562825883547662,,,
2020-01-14,154.22750854492188,155.62585936832997,153.83748916913066,155.4260887442505,23477400,-0.0070429294405375265,,153.0248445772424,,,0.26750668593058435,-0.015001269882264419,,,
2020-01-15,155.22634887695312,155.9493145977765,154.6460951495271,154.69364646058995,21417900,0.006476408401166145,,153.35637204910915,,,0.41426515455378876,0.07085201500494621,,,
2020-01-16,158.07064819335938,158.13724326611305,156.0349552621288,156.33936499747975,23865400,0.018323559994707583,,154.02906542990712,,,0.7514215622818483,0.20696592446032663,,,
2020-01-17,158.95530700683594,159.307268019974,157.36669248011586,159.25970219021264,34371700,0.0055966039463215544,,154.700158229645,,,1.0775833077332209,0.3810894011149055,,,
2020-01-21,158.3844757080078,159.9921042403044,158.31788067292007,158.55569520101017,29517200,-0.00359114338223121,,155.18230286389345,,,1.2753065852289467,0.5599328379377138,,,
2020-01-22,157.62353515625,159.32629604947206,157.60450592147876,159.2406717505281,24138800,-0.004804388487926414,,155.4907824856689,,,1.354982766201033,0.7189428235903776,,,
2020-01-23,158.59381103515625,158.66991345348552,157.21448917618713,158.0896452143955,19680800,0.006155653582724296,,155.8710525879303,,,1.4793666502804683,0.8710275889283958,,,
2020-01-24,156.99569702148438,159.3643359204746,156.43445798806613,159.34530668619095,24918100,-0.010076774139172517,,156.0052116925411,,,1.4324746535223767,0.983317001847192,,,
2020-01-27,154.3702392578125,155.416629488661,152.39161969451507,153.29531243112757,32078100,-0.016723119254106633,,155.81475629882982,,,1.1699731859857252,1.0206482386748987,,,
2020-01-28,157.3952178955078,157.6805837973838,155.12171094857308,155.7970962697475,24899900,0.019595607626437195,,155.99503091161225,,,1.1922854524784157,1.0549756814356022,,,
2020-01-29,159.84951782226562,160.52491793769522,157.61406841483412,159.6592689706842,34754500,0.01559323059222284,,156.42656687357297,,,1.3919638838881099,1.1223733219261036,,,
2020-01-30,164.3583984375,165.56650047306658,162.46538930421445,165.56650047306658,51597500,0.028207032943619703,155.70911178588867,157.29998679719984,157.31576843261718,67.60274204806527,1.8922270472176592,1.2763440669844148,3.5557479969504238,162.82060777978953,148.5976157919878
2020-01-31,161.9327392578125,163.99696857403814,161.3144270049764,163.81624164178635,36142700,-0.014758352495202076,156.16619262695312,157.80264757359737,157.9084948585147,62.95502776733821,2.0691074024755096,1.4348967340826337,3.7435133490755774,163.65321932510426,148.67916592880198
2020-02-03,165.88046264648438,165.9946090221985,162.094443348034,162.1229799419625,30107000,0.0243787847149719,156.91578674316406,158.6676302982251,158.8336634318034,70.08165861499205,2.499027410933678,1.6477228694528427,4.11377643951616,165.14333962219638,148.68823386413175
2020-02-04,171.34068298339844,171.83534148669108,167.71639028102626,168.5059366082836,36433300,0.03291659698677463,157.91889038085938,160.00879328587936,160.20746307373048,73.65950444870404,3.242953513827871,1.9667689983278485,5.014271787545542,167.94743395595046,147.8903468057683
2020-02-05,171.13140869140625,175.22182339174296,169.7140427303393,175.0601111787714,39186300,-0.0012213928901664284,158.98049545288086,161.1735421953169,161.46579815092542,75.7499492020935,3.772150619425588,2.3278453225473967,5.455235677183639,169.89096680724813,148.07002409851358
2020-02-06,174.67959594726562,174.8603373773768,171.2835962721511,172.14924495581388,27751400,0.020733699809937667,160.10012664794922,162.57459907573954,162.96095057896204,76.41388093835033,4.426822541721151,2.7476407663821476,6.249291960114541,172.59871056817832,147.60154272772013
2020-02-07,174.9268798828125,176.5820744714709,173.58560226002288,173.93757768450857,33529100,0.0014156429330276499,161.1369956970215,163.84517223280605,164.37302231561569,75.45541965213202,4.909020372660478,3.1799166876378138,6.903143802045537,174.94328330111256,147.33070809293042
2020-02-10,179.5024871826172,179.63566280027678,174.3181309390107,174.6320480052912,35844300,0.02615725669416835,162.43831939697264,165.44352116375745,166.12211674281528,79.18102190230582,5.595873154461657,3.6631079810025824,7.780360733343189,177.99904086365902,146.87759793028627
2020-02-11,175.45005798339844,181.4049288609839,174.555872987377,181.3573630498034,53159900,-0.022575894422543596,163.4447509765625,166.4580757979278,167.3613299415225,71.5040844963889,5.746964336226171,4.0798792520473,8.106343630897603,179.65743823835768,147.2320637147673
2020-02-12,175.70692443847656,176.79135830419105,172.986325159221,176.5345145026917,47062900,0.0014640431472665583,164.51872177124022,167.39007622325562,168.52915598551434,73.36505606418376,5.820338918512562,4.427971185340352,8.242631186931389,181.003984145103,148.03345939737744
2020-02-13,174.7556915283203,177.15285230690492,173.95662342040714,174.15639407614833,35295800,-0.00541374742740619,165.49518890380858,168.12822159084752,169.50410548618862,71.26581508697737,5.7356156506217815,4.689500078396638,8.24064382823546,181.9764765602795,149.01390124733766
2020-02-14,176.31576538085938,176.3728385673503,173.74735586834763,174.3181167633619,23149500,0.008927170490960812,166.4074447631836,168.94467312022482,170.53463657924107,70.43904620337031,5.728324216429883,4.897264906003287,8.38411046924062,183.17566570166485,149.63922382470236
2020-02-18,178.1041259765625,178.55121863549235,176.45845282574476,176.5630918419848,27792200,0.010142942078038786,167.36488571166993,169.85396796972523,171.6486062186105,71.02570022447527,5.799992750364908,5.077810474875611,8.5794030884231,184.5236918885161,150.20607953482374
2020-02-19,178.63827514648438,179.4967403235362,177.8656535761982,179.38228218118198,29997500,0.0029990836371311946,168.37757568359376,170.72251532405832,172.7222623552595,72.25691499582982,5.832656717853467,5.228779723471183,8.65857565668931,185.69472699697238,151.06042437021515
2020-02-20,175.91024780273438,178.609663963269,172.74345118234925,178.32350404731486,36862400,-0.015271236477809702,169.29191131591796,171.2335930898798,173.43965969993954,69.26251219941855,5.574158708061276,5.297855520389202,8.425585359235827,186.1430820343896,152.4407405974463
