Price,Close,High,Low,Open,Volume,Return,SMA20,EMA20,WMA20,RSI,MACD,Signal_Line,STD20,Boll_Up,Boll_Down
Ticker,ORCL,ORCL,ORCL,ORCL,ORCL,,,,,,,,,,
Date,,,,,,,,,,,,,,,
2020-01-02,49.53742980957031,49.54661036831286,48.87631749392625,48.91304673428273,13899600,,,49.53742980957031,,,0.0,0.0,,,
2020-01-03,49.362972259521484,49.62925402282798,48.61922433795341,48.65595358172537,11026700,-0.0035217319654949897,,49.44583959579468,,,-0.013916841599346697,-0.0027833683198693394,,,
2020-01-06,49.62007141113281,49.76698487745139,48.98650424169562,48.995688303605526,10982400,0.005208340175701931,,49.50981647386638,,,-0.004152419457760459,-0.0030571785474475636,,,
2020-01-07,49.730255126953125,49.88635265358629,49.225240310562626,49.48233799831925,12015400,0.0022205473044842883,,49.57345370473409,,,0.012334674017267844,2.1191965495518002e-05,,,
2020-01-08,49.92393493652344,50.35741211100649,49.527346966180204,49.74869626415375,11856700,0.003894607197889588,,49.65823213217339,,,0.04056158762848128,0.008129271098092672,,,
2020-01-09,50.15450668334961,50.54186969470698,49.83170065560165,50.03460710056988,10671000,0.004618461007116936,,49.76292339393899,,,0.0806076383512746,0.02262494454872906,,,
2020-01-10,50.21906280517578,50.40352287375994,50.0069349577031,50.31129108032627,9734800,0.0012871449864664264,,49.849168066327685,,,0.11621391985126905,0.04134273960923706,,,
2020-01-13,50.33897399902344,50.532655532523734,50.13606752490846,50.228295821351274,10858900,0.002387762478022637,,49.93383348296611,,,0.1523517693123111,0.06354454554985187,,,
2020-01-14,50.615657806396484,50.89234618886189,50.26518397885568,50.283630340124525,12627200,0.005496413323370808,,50.04320143840274,,,0.20100033948604334,0.09103570433709017,,,
2020-01-15,50.50498580932617,50.89235240673193,50.43120387351999,50.615663990461584,9090800,-0.002186517016011691,,50.11274216337881,,,0.22799617857968002,0.11842779918560814,,,
2020-01-16,51.122920989990234,51.141367351462115,50.66177250804429,50.70788665258214,9866000,0.012235132250051128,,50.25688743389135,,,0.29584249224072323,0.15391073779663117,,,
2020-01-17,50.84623336791992,51.362717423752656,50.58798782171979,51.30738185678987,11166600,-0.00541220291627087,,50.33717294297675,,,0.32355506451951754,0.18783960314120846,,,
2020-01-21,50.929237365722656,51.05835837240218,50.65254547337104,50.70788455549808,8773000,0.0016324512614753761,,50.41465287955463,,,0.348201358129387,0.21991195413884418,,,
2020-01-22,50.46809005737305,51.32582649940437,50.357411890587066,51.10447368411605,6380500,-0.009054667460227428,,50.42140532193948,,,0.32675634581146795,0.24128083247336896,,,
2020-01-23,50.7078857421875,50.726332103328204,50.062277175397504,50.18217676367025,6583200,0.004751431737199718,,50.4565129392128,,,0.32535997944146544,0.25809666186698826,,,
2020-01-24,49.86859893798828,50.91079554208279,49.6933637730614,50.78167452389626,6426000,-0.01655140599760707,,50.386380536793666,,,0.2536065002759571,0.25719862954878203,,,
2020-01-27,48.595829010009766,49.36133722999826,48.540493440178075,49.047756100577566,8259100,-0.025522472158506115,,50.17780197684346,,,0.09296778017618834,0.2243524596742633,,,
2020-01-28,49.305999755859375,49.50890623397467,48.568162814918395,48.75262292972465,8620300,0.014613820986639103,,50.07836026428233,,,0.022703568596831758,0.18402268145877698,,,
2020-01-29,49.06619644165039,49.74869418656417,49.047750081209,49.60112682131658,6332500,-0.004863572696961471,,49.96504165690708,,,-0.05173507885775308,0.13687112939547097,,,
2020-01-30,49.16764450073242,49.186090859236344,48.21767638833787,48.71571751309426,7176200,0.0020675753663252916,50.00432434082031,49.87723563661616,49.95395805722191,47.101934116738214,-0.10137366028306616,0.08922217145976355,0.6980900043790252,51.40050434957836,48.60814433206226
2020-01-31,48.374473571777344,49.33366320134833,48.22690620709592,49.195317257710464,8884700,-0.01613196924541016,49.946176528930664,49.714183638333324,49.798734174455916,41.893554878619504,-0.2023819259855486,0.030901351970701124,0.7823736856364855,51.510923900203636,48.38142915765769
2020-02-03,48.964752197265625,49.259886981881074,48.59583195735423,48.632724685002195,8892500,0.012202274917006317,49.92626552581787,49.63393356526688,49.705265190487815,47.37628388441987,-0.2321253557592371,-0.02170398957528652,0.8027977602563575,51.53186104633058,48.32067000530515
2020-02-04,49.84093475341797,50.32052965438141,49.573467757408416,49.573467757408416,9769800,0.01789414868521022,49.93730869293213,49.65584007341811,49.69713845025925,51.345425071409906,-0.1828884047406092,-0.05394087260835105,0.799877888957933,51.537064470847994,48.33755291501626
2020-02-05,50.486541748046875,50.75400521697164,50.33897436170479,50.421977718130954,9612900,0.012953348443863755,49.97512302398682,49.74283030317208,49.749446360270184,54.32491863072748,-0.09072683494375866,-0.061298065075432576,0.8074154804917257,51.58995398497027,48.360292063003364
2020-02-06,50.458866119384766,51.04913561416024,50.458866119384766,50.726333083668564,8832000,-0.0005481783402837559,50.00186958312988,49.81710861757528,49.79551713126046,53.11827469209514,-0.019694295253245286,-0.05297731111099512,0.814459943706425,51.63078947054273,48.37294969571703
2020-02-07,50.46809005737305,50.69866429408504,49.979270283110736,50.05305572763472,7864800,0.00018280113481861093,50.01754875183106,49.88406949355228,49.839919081188384,51.876394102109224,0.036918228563209254,-0.03499820317615425,0.8205486520666664,51.65864605596439,48.376451447697725
2020-02-10,50.71711349487305,50.79089542524445,50.21907227130167,50.46809288308736,7198200,0.004934275048191994,50.04245128631592,49.969109297197704,49.90654429481143,52.91582452480866,0.10071716698278266,-0.007855129144366868,0.8344264310952467,51.71130414850641,48.373598424125426
2020-02-11,50.86467742919922,51.22437267132435,50.82778470737008,50.883120271830194,8466600,0.0029095491473718482,50.068736457824706,50.05991022212449,49.984851546514605,53.06778375163173,0.1613257982038192,0.025981056325270344,0.8523464151005705,51.773429288025845,48.364043627623566
2020-02-12,51.39961624145508,51.54718363465847,50.95691406184492,51.233602484315746,7541100,0.01051690169470687,50.107934379577635,50.194911521027386,50.111602002098444,54.44099362775437,0.2496459040047725,0.07071402586117077,0.895743804741377,51.899421989060386,48.316446770094885
2020-02-13,51.01225280761719,51.316609014785286,50.73556086873909,51.01225280761719,8480100,-0.007536309843602873,50.133297729492185,50.27682140356266,50.19772756667364,52.786239212979666,0.28509681378193363,0.11359058344532336,0.9145622565775287,51.96242224264724,48.30417321633713
2020-02-14,51.15980911254883,51.50105797338366,50.94768125212267,51.07680225253134,7496800,0.002892565938777958,50.135142135620114,50.3648718230673,50.295490555536176,50.21365349689131,0.321393649883575,0.1551511967329737,0.9166977831529816,51.968537701926074,48.301746569314155
2020-02-18,51.14137268066406,51.4272825175623,50.81856659869357,51.11370137643089,7185700,-0.00036036944243100777,50.149899101257326,50.441958112119686,50.391322036016554,51.76214212929284,0.34469802377429914,0.1930605621412388,0.9310112073366836,52.011921515930695,48.28787668658396
2020-02-19,51.13214111328125,51.43650079241372,51.086026969914286,51.270487061665754,6819200,-0.00018051074695346614,50.160044288635255,50.51019987639343,50.48486889430455,51.22221241817451,0.35829183242994134,0.22610681619897932,0.9410024956264798,52.04204927988822,48.27803929738229
2020-02-20,51.19671630859375,51.528743865365264,50.615671602528224,51.095266571388784,6114600,0.0012629081025461453,50.19647560119629,50.57783314117932,50.583599562872024,54.60916509693713,0.3700104521431413,0.2548875433878117,0.9672935686031473,52.13106273840258,48.26188846399
2020-02-21,50.43120193481445,51.039917834522235,50.20984909933709,50.80012215451539,9078600,-0.014952411579779334,50.182641410827635,50.56343473849813,50.60595445178804,48.358898683019085,0.31390838988313163,0.2666917126868757,0.9615559904403098,52.105753391708255,48.259529429947015
2020-02-24,48.55893325805664,49.370551997991384,48.42980873652371,48.973964048991775,10992500,-0.037125204336351914,50.11715812683106,50.367183611195365,50.45131558009556,43.07992729228253,0.1170217128738642,0.2367577127242734,1.0264720575387682,52.170102241908594,48.06421401175352
2020-02-25,47.00025177001953,49.084644849139096,46.85268439861773,48.946298899200805,12202600,-0.03209875883709823,50.03737926483154,50.038420308488675,50.15446735563732,41.816473604487776,-0.16290707542835747,0.15682475509374724,1.1985215109558633,52.43442228674327,47.640336242919815
2020-02-26,48.00556182861328,49.01086577645654,47.25850345301178,47.32306396650119,16413100,0.02138946113550433,49.97235736846924,49.84039887344863,49.96096093314035,43.526200408973104,-0.30017233708298363,0.06542533665840106,1.2732352410111083,52.518827850491455,47.425886886447024
